symbol,yf_symbol,company,sector,marketCap,trailingPE,beta,vol_30d,ret_1m,total_esg,environment_score,social_score,governance_score,source,imputed,label_note
NAGAFERT.NS,NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials,2978375680.0,,0.427,0.01012542152312607,-0.027397326744582395,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NAGREEKCAP.NS,NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Ltd.,Financial Services,390821984.0,2.1987224,-0.254,0.05427658215089439,0.14571000345072083,45.0,40.0,45.0,50.0,sector_proxy,True,imputed_from_sector(Financial Services)
NAGREEKEXP.NS,NAGREEKEXP.NS,Nagreeka Exports Limited,Consumer Cyclical,929352704.0,34.581394,0.724,0.05533493484739602,-0.10340665020109674,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
NAHARCAP.NS,NAHARCAP.NS,Nahar Capital and Financial Services Limited,Financial Services,4869300736.0,9.7401285,-0.199,0.012443585161727506,0.005925452224459171,45.0,40.0,45.0,50.0,sector_proxy,True,imputed_from_sector(Financial Services)
NAHARINDUS.NS,NAHARINDUS.NS,Nahar Industrial Enterprises Limited,Consumer Cyclical,4989911552.0,22.778656,0.331,0.01997631835350551,-0.038618711126774175,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
NAHARPOLY.NS,NAHARPOLY.NS,Nahar Poly Films Limited,Consumer Cyclical,7322070016.0,12.625483,-0.052,0.02092657973293135,-0.03949088232555109,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
NAHARSPING.NS,NAHARSPING.NS,Nahar Spinning Mills Limited,Consumer Cyclical,7502675968.0,36.616196,0.385,0.012387451648097667,-0.027358210042656483,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
NAM-INDIA.NS,NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,576951549952.0,43.154507,0.371,0.015620254543118467,0.05416739395279513,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
NARMADA.NS,NARMADA.NS,Narmada Agrobase Limited,Basic Materials,909339776.0,22.111109,-0.537,0.03270013064479508,0.03780960118343479,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NATCAPSUQ.NS,NATCAPSUQ.NS,Natural Capsules Limited,Healthcare,2247132672.0,,-0.062,0.0608223381647936,-0.16387706027987536,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Healthcare)
NATCOPHARM.NS,NATCOPHARM.NS,NATCO Pharma Limited,Healthcare,148070187008.0,8.718354,0.184,0.016381585610840653,-0.018758147954351267,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
NATHBIOGEN.NS,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,Basic Materials,3239526144.0,7.9338646,0.435,0.015948433898541493,0.004274780336119166,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NATIONALUM.NS,NATIONALUM.NS,National Aluminium Company Limited,Basic Materials,434895749120.0,7.593329,0.997,0.017306811055176972,0.15150038326937354,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NAUKRI.NS,NAUKRI.NS,Info Edge (India) Limited,Communication Services,897143930880.0,87.53632,0.658,0.017087422199407405,0.019946986657533028,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Communication Services)
NAVA.NS,NAVA.NS,Nava Limited,Industrials,175195684864.0,17.001928,0.208,0.010892345939178183,-0.11063063063063061,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
NAVINFLUOR.NS,NAVINFLUOR.NS,Navin Fluorine International Limited,Basic Materials,256050659328.0,70.236084,0.206,0.017320974531029234,0.052409908661766424,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NAVKARCORP.NS,NAVKARCORP.NS,Navkar Corporation Limited,Industrials,18011125760.0,,0.277,0.022209806814339258,-0.010256392457564267,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
NAVKARURB.NS,NAVKARURB.NS,Navkar Urbanstructure Limited,Basic Materials,2806169088.0,,-1.15,0.024606728700633098,-0.03501942276541248,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NAVNETEDUL.NS,NAVNETEDUL.NS,Navneet Education Limited,Communication Services,36157411328.0,16.21131,-0.247,0.01766469566434633,0.032280483334424126,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Communication Services)
NAZARA.NS,NAZARA.NS,Nazara Technologies Limited,Communication Services,98765979648.0,76.38969,-0.21,0.023966587611038814,-0.04444442256804437,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Communication Services)
NBCC.NS,NBCC.NS,NBCC (India) Limited,Industrials,297837002752.0,52.528572,0.73,0.018093790670538065,0.010257304626295927,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
NBIFIN.NS,NBIFIN.NS,N.B.I. Industrial Finance Company Limited,Financial Services,7610215936.0,90.36842,0.096,0.022059551196771065,0.017139884155417784,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
NCC.NS,NCC.NS,NCC Limited,Industrials,132230774784.0,16.49256,0.711,0.014340591702877657,0.020941429370385123,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
NCLIND.NS,NCLIND.NS,NCL Industries Limited,Basic Materials,9122548736.0,27.856354,-0.185,0.013274138991310231,-0.026781851885259056,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NDGL.NS,NDGL.NS,Naga Dhunseri Group Limited,Financial Services,3900999936.0,10.470515,,0.013297975088859066,0.014564369310793301,45.0,40.0,45.0,50.0,sector_proxy,True,imputed_from_sector(Financial Services)
NDL.NS,NDL.NS,Nandan Denim Limited,Consumer Cyclical,4814515712.0,1.2945737,0.405,0.013678829224145896,-0.02052790906142299,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
NDLVENTURE.NS,NDLVENTURE.NS,NDL Ventures Limited,Communication Services,2898352640.0,384.77274,-0.793,0.01291000181237427,0.019879536456372415,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Communication Services)
NDRAUTO.NS,NDRAUTO.NS,NDR Auto Components Limited,Consumer Cyclical,22871947264.0,41.43042,0.896,0.023540392891106487,-0.08235523124105282,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
NDTV.NS,NDTV.NS,New Delhi Television Limited,Communication Services,10380654592.0,,0.768,0.02417411459117079,-0.24838370977256796,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Communication Services)
NECCLTD.NS,NECCLTD.NS,North Eastern Carrying Corporation Limited,Industrials,2275955200.0,27.180723,0.017,0.02276898310665917,0.06565892227865189,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
NECLIFE.NS,NECLIFE.NS,Nectar Lifesciences Limited,Healthcare,3420298240.0,,0.574,0.02378570274338984,0.019701084007627045,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Healthcare)
NELCAST.NS,NELCAST.NS,Nelcast Limited,Industrials,11130063872.0,26.541492,0.137,0.04131620806140325,-0.11128862092874137,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
NELCO.NS,NELCO.NS,Nelco Limited,Technology,19344297984.0,453.34225,0.093,0.024064234671569117,-0.04645406710537647,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
NEOGEN.NS,NEOGEN.NS,Neogen Chemicals Limited,Basic Materials,38284767232.0,113.86006,-0.103,0.01314727373684378,-0.05023278533644904,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NESCO.NS,NESCO.NS,Nesco Limited,Industrials,98326872064.0,24.45671,0.486,0.02333404692844839,-0.012315113676410583,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
NESTLEIND.NS,NESTLEIND.NS,Nestlé India Limited,Consumer Defensive,2450887540736.0,83.2351,0.232,0.013497021410183727,0.08308478909245842,28.28,13.02,9.87,5.39,yahoo,False,yahoo
NETWEB.NS,NETWEB.NS,Netweb Technologies India Limited,Technology,238331478016.0,182.9839,1.903,0.04427564884882068,0.16418978959111663,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
NETWORK18.NS,NETWORK18.NS,Network18 Media & Investments Limited,Communication Services,74879524864.0,,0.085,0.013532561844115856,-0.08790383466626805,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Communication Services)
NEULANDLAB.NS,NEULANDLAB.NS,Neuland Laboratories Limited,Healthcare,201942450176.0,114.5227,0.067,0.023599663086910555,0.06129054008495727,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
NEWGEN.NS,NEWGEN.NS,Newgen Software Technologies Limited,Technology,140218187776.0,45.19501,0.704,0.0263488985379372,0.09577214186249261,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
NEXTMEDIA.NS,NEXTMEDIA.NS,Next Mediaworks Limited,Communication Services,462928640.0,0.7096436,-0.313,0.023185400154767135,0.06446538345991382,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Communication Services)
NFL.NS,NFL.NS,National Fertilizers Limited,Basic Materials,46634381312.0,30.370605,0.364,0.013252125226918309,-0.0018899654474294758,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NGIL.NS,NGIL.NS,Nakoda Group of Industries Limited,Consumer Defensive,372973920.0,,-0.13,0.03780737305653051,-0.041216887192025875,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
NGLFINE.NS,NGLFINE.NS,NGL Fine-Chem Limited,Healthcare,9309046784.0,44.007008,0.493,0.022679691285604774,0.06547878719661737,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Healthcare)
NH.NS,NH.NS,Narayana Hrudayalaya Limited,Healthcare,360705327104.0,45.938953,0.194,0.011159968568075886,0.03231805091660234,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
NHPC.NS,NHPC.NS,NHPC Limited,Utilities,850111234048.0,31.815788,0.231,0.01365912293573731,-0.0208261372833759,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Utilities)
NIACL.NS,NIACL.NS,The New India Assurance Company Limited,Financial Services,311636819968.0,25.975275,1.091,0.011863565286556922,-0.028263102916216365,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
NIBE.NS,NIBE.NS,Nibe Limited,Industrials,17935175680.0,90.211525,-0.639,0.02624554126782422,-0.12476111372425036,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
NIBL.NS,NIBL.NS,NRB Industrial Bearings Limited,Industrials,740911744.0,3.4235957,0.606,0.042234613119592666,0.07213227415754009,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
NIITLTD.NS,NIITLTD.NS,NIIT Limited,Consumer Defensive,14354241536.0,32.813084,-0.166,0.01345048676493316,-0.031091870866373217,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
NIITMTS.NS,NIITMTS.NS,NIIT Learning Systems Limited,Consumer Defensive,45301559296.0,21.447113,0.317,0.01213429774397847,-0.005715986556474095,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
NILAINFRA.NS,NILAINFRA.NS,Nila Infrastructures Limited,Real Estate,4029394176.0,18.196428,0.636,0.02350914042678415,0.007912950190183121,40.0,35.0,40.0,45.0,sector_proxy,True,imputed_from_sector(Real Estate)
NILASPACES.NS,NILASPACES.NS,Nila Spaces Limited,Real Estate,7306710016.0,40.304348,1.244,0.03549973441094017,-0.010144080691541713,50.0,45.0,50.0,55.0,sector_proxy,True,imputed_from_sector(Real Estate)
NILKAMAL.NS,NILKAMAL.NS,Nilkamal Limited,Consumer Cyclical,22586640384.0,21.785149,0.059,0.007682657383494995,-0.02786173826525362,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
NINSYS.NS,NINSYS.NS,NINtec Systems Limited,Technology,8259920896.0,28.966427,-0.135,0.007349478377164179,0.001479444377955108,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
NIPPOBATRY.NS,NIPPOBATRY.NS,Indo National Limited,Industrials,3441611008.0,,0.191,0.011562616930995008,-0.032595803785246846,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
NIRAJ.NS,NIRAJ.NS,Niraj Cement Structurals Limited,Industrials,1956780416.0,9.446686,-0.382,0.047696041067707175,-0.2834972944415983,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
NIRAJISPAT.NS,NIRAJISPAT.NS,Niraj Ispat Industries Limited,Consumer Cyclical,156900000.0,11.747529,,0.04425540888866948,-0.2560455192034139,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
NITCO.NS,NITCO.NS,NITCO Limited,Industrials,25443074048.0,,0.323,0.02694049506541561,-0.020824146935687016,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
NITINSPIN.NS,NITINSPIN.NS,Nitin Spinners Limited,Consumer Cyclical,19117611008.0,10.972894,-0.235,0.020858879370366203,-0.0042460093910139385,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
NITIRAJ.NS,NITIRAJ.NS,Nitiraj Engineers Limited,Technology,1954558208.0,31.778334,-0.043,0.020091840041587792,-0.07121630666532386,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Technology)
NIVABUPA.NS,NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,Financial Services,136656502784.0,97.42106,,0.012062127110546597,-0.08570019947785101,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
NKIND.NS,NKIND.NS,N.K Industries Limited,Consumer Defensive,415422816.0,,-0.768,0.03362792007164216,-0.040682176462682795,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
NLCINDIA.NS,NLCINDIA.NS,NLC India Limited,Utilities,360664203264.0,12.462865,0.49,0.017092216168199687,-0.06957604199166534,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Utilities)
NMDC.NS,NMDC.NS,NMDC Limited,Basic Materials,656309747712.0,10.030913,0.802,0.01227796046365952,-0.022911757828345425,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NOCIL.NS,NOCIL.NS,NOCIL Limited,Basic Materials,30526879744.0,32.91892,0.015,0.015444841452919186,0.009559571839916403,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NOIDATOLL.NS,NOIDATOLL.NS,Noida Toll Bridge Company Limited,Industrials,830429760.0,,0.206,0.032889343691256255,0.10396041590587135,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
NORBTEAEXP.NS,NORBTEAEXP.NS,Norben Tea & Exports Limited,Consumer Defensive,984252416.0,3166.0,1.344,0.0240252614215483,0.2172241279819922,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
NORTHARC.NS,NORTHARC.NS,Northern Arc Capital Limited,Financial Services,42787184640.0,14.640686,,0.025977709464813523,-0.025211651806242963,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
NOVAAGRI.NS,NOVAAGRI.NS,Nova Agritech Limited,Basic Materials,4176560384.0,15.94056,,0.010520014789805647,-0.05454170471870601,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NPST.NS,NPST.NS,NETWORK PEOPLE SRV TECH L,Technology,34853265408.0,95.07937,0.29,0.019962966383397535,-0.0715097771355887,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
NRAIL.NS,NRAIL.NS,N R Agarwal Industries Limited,Basic Materials,7717218304.0,24.878319,-0.455,0.05268644619036681,0.12281572875647884,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NRBBEARING.NS,NRBBEARING.NS,NRB Bearings Limited,Consumer Cyclical,25732950016.0,29.731241,0.293,0.020194852832938096,-0.09168658539921237,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
NRL.NS,NRL.NS,Nupur Recyclers Limited,Industrials,4616571392.0,33.757572,0.168,0.02547438350083222,-0.11388047106630772,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
NSIL.NS,NSIL.NS,Nalwa Sons Investments Limited,Financial Services,41898250240.0,98.22396,0.061,0.021074784059916203,0.09902324014819808,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
NSLNISP.NS,NSLNISP.NS,NMDC Steel Limited,Basic Materials,139701977088.0,,0.09,0.021400075238418526,0.02604388954620207,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NTPC.NS,NTPC.NS,NTPC Limited,Utilities,3289105301504.0,18.61416,0.261,0.00834455943765439,-0.003964775634407114,39.43,16.94,14.17,8.33,yahoo,False,yahoo
NTPCGREEN.NS,NTPCGREEN.NS,NTPC GREEN ENERGY LIMITED,Utilities,856030773248.0,153.92422,,0.00900251702450701,-0.0012780660760161044,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Utilities)
NUCLEUS.NS,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,26780991488.0,16.007404,-0.279,0.008891312348980981,0.012706796581398727,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
NURECA.NS,NURECA.NS,Nureca Limited,Healthcare,2867850240.0,69.6068,0.439,0.05180323382957031,0.23905812296652496,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Healthcare)
NUVAMA.NS,NUVAMA.NS,Nuvama Wealth Management Limited,Financial Services,268475088896.0,26.674671,0.315,0.01720003595663768,0.2337339411520929,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
NUVOCO.NS,NUVOCO.NS,Nuvoco Vistas Corporation Limited,Basic Materials,151755554816.0,55.509804,0.146,0.017342573275249296,-0.03979650899607834,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
NYKAA.NS,NYKAA.NS,FSN E-Commerce Ventures Limited,Consumer Cyclical,735120916480.0,917.3571,0.331,0.01949489956362021,0.08627242687335568,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
OAL.NS,OAL.NS,Oriental Aromatics Limited,Basic Materials,12322256896.0,51.643158,0.45,0.01839489149437082,0.08682101671093334,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
OBCL.NS,OBCL.NS,Orissa Bengal Carrier Limited,Industrials,1200532992.0,37.62914,0.001,0.013882826193094002,0.02341497165601636,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
OBEROIRLTY.NS,OBEROIRLTY.NS,Oberoi Realty Limited,Real Estate,621069008896.0,27.796581,0.299,0.016981246546769777,0.06762919527518685,60.0,55.0,60.0,65.0,sector_proxy,True,imputed_from_sector(Real Estate)
OCCLLTD.NS,OCCLLTD.NS,OCCL Limited,Basic Materials,6694361088.0,19.339106,,0.018146061760657695,0.02305346772870953,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ODIGMA.NS,ODIGMA.NS,Odigma Consultancy Solutions Limited,Communication Services,1239628416.0,303.92307,,0.03985501452970261,-0.17807367230361526,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Communication Services)
OFSS.NS,OFSS.NS,Oracle Financial Services Software Limited,Technology,747782078464.0,31.704756,0.091,0.017483827221019235,-0.03451565832304415,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
OIL.NS,OIL.NS,Oil India Limited,Energy,671938707456.0,10.234317,0.312,0.012641408131569143,-0.004942111507466929,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Energy)
OILCOUNTUB.NS,OILCOUNTUB.NS,Oil Country Tubular Limited,Energy,3646545408.0,,-1.121,0.023915452809107358,0.006746106402405916,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Energy)
OLAELEC.NS,OLAELEC.NS,OLA ELECTRIC MOBILITY LTD,Consumer Cyclical,216718557184.0,,,0.02444328945648448,-0.0783368900415573,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
OLECTRA.NS,OLECTRA.NS,Olectra Greentech Limited,Industrials,122756825088.0,87.291306,0.203,0.016282863252271327,-0.07227943694672456,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
OMAXAUTO.NS,OMAXAUTO.NS,Omax Autos Limited,Consumer Cyclical,2644214784.0,10.122433,-0.607,0.019392782289925976,-0.14865234941594263,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
OMAXE.NS,OMAXE.NS,Omaxe Limited,Real Estate,14681135104.0,,-0.41,0.016702926184436983,-0.04104835334360324,50.0,45.0,50.0,55.0,sector_proxy,True,imputed_from_sector(Real Estate)
OMFREIGHT.NS,OMFREIGHT.NS,OM FREIGHT FORWARDERS LTD,Industrials,3157072384.0,14.356814,,0.03082810748781316,0.09729762512551332,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
OMINFRAL.NS,OMINFRAL.NS,Om Infra Limited,Industrials,11263735808.0,50.400864,0.656,0.033106677590290505,-0.1473676474727923,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
OMKARCHEM.NS,OMKARCHEM.NS,Omkar Speciality Chemicals Limited,Basic Materials,123708608.0,,-1.304,0.030440864434525053,-0.045613993113132745,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ONELIFECAP.NS,ONELIFECAP.NS,Onelife Capital Advisors Limited,Financial Services,168766336.0,,0.39,0.03377725200541457,-0.08584006357082385,45.0,40.0,45.0,50.0,sector_proxy,True,imputed_from_sector(Financial Services)
ONEPOINT.NS,ONEPOINT.NS,One Point One Solutions Limited,Industrials,8598080512.0,33.86667,0.148,0.023987830624392473,0.052728549376833245,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
ONESOURCE.NS,ONESOURCE.NS,ONESOURCE SPECL PHARMA L,Healthcare,210096504832.0,,,0.014503168781232012,0.05140987429024935,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
ONGC.NS,ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,3151863218176.0,8.738751,0.336,0.008028101241451339,0.04535400842922832,52.16,22.54,17.32,12.29,yahoo,False,yahoo
ONMOBILE.NS,ONMOBILE.NS,OnMobile Global Limited,Communication Services,7848636416.0,,-0.063,0.02799467204865429,0.08811809919857017,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Communication Services)
ONWARDTEC.NS,ONWARDTEC.NS,Onward Technologies Limited,Technology,7244005888.0,17.740679,0.846,0.02310653212009686,0.0839849750997943,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
OPTIEMUS.NS,OPTIEMUS.NS,Optiemus Infracom Limited,Technology,52718485504.0,78.63816,-0.153,0.02668395158817316,-0.12245791773548764,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
ORBTEXP.NS,ORBTEXP.NS,Orbit Exports Limited,Consumer Cyclical,5876952576.0,15.252595,-0.515,0.04746480078503321,0.20312239182910563,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ORCHASP.NS,ORCHASP.NS,Orchasp Limited,Technology,1182252032.0,,-0.559,0.03820322731322911,0.4302326226118405,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Technology)
ORCHPHARMA.NS,ORCHPHARMA.NS,Orchid Pharma Limited,Healthcare,35698638848.0,41.945766,1.567,0.023659738730089024,-0.04569183481091843,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Healthcare)
ORICONENT.NS,ORICONENT.NS,Oricon Enterprises Limited,Consumer Cyclical,8409845248.0,42.070866,0.257,0.013787197851486558,-0.011836497008704483,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ORIENTALTL.NS,ORIENTALTL.NS,Oriental Trimex Limited,Industrials,713020416.0,9.150944,0.767,0.013442570027726145,-0.05916591518181924,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
ORIENTBELL.NS,ORIENTBELL.NS,Orient Bell Limited,Industrials,4370877440.0,100.439186,0.058,0.02519824017228331,-0.028272672230551077,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
ORIENTCEM.NS,ORIENTCEM.NS,Orient Cement Limited,Basic Materials,43894558720.0,16.840569,-0.139,0.017242869161248522,-0.08691372045176671,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ORIENTCER.NS,ORIENTCER.NS,Orient Ceratech Limited,Basic Materials,4458961920.0,39.136845,0.382,0.01676531903687976,0.005136486025616671,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ORIENTELEC.NS,ORIENTELEC.NS,Orient Electric Limited,Consumer Cyclical,45187014656.0,50.95894,0.027,0.009128737545037171,0.04013212698399804,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ORIENTHOT.NS,ORIENTHOT.NS,Oriental Hotels Limited,Consumer Cyclical,22178426880.0,44.604317,0.185,0.016177090024426095,-0.0780669144981413,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ORIENTLTD.NS,ORIENTLTD.NS,Orient Press Limited,Consumer Cyclical,882756672.0,,0.166,0.017655181592249224,0.04391932527707887,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ORIENTPPR.NS,ORIENTPPR.NS,Orient Paper & Industries Limited,Basic Materials,5535919616.0,,0.019,0.01607920613493031,-0.05196221952722979,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ORIENTTECH.NS,ORIENTTECH.NS,ORIENT TECHNOLOGIES LTD,Technology,18824148992.0,36.81189,,0.05991369223370809,0.30537107631439286,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
ORISSAMINE.NS,ORISSAMINE.NS,The Orissa Minerals Development Company Limited,Basic Materials,32029798400.0,,0.351,0.0403712021080236,0.08021204601002796,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ORTEL.NS,ORTEL.NS,Ortel Communications Limited,Communication Services,63315648.0,,0.01,0.035407764201554094,0.2387096878393138,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Communication Services)
ORTINGLOBE.NS,ORTINGLOBE.NS,Ortin Global Limited,Healthcare,102501272.0,,0.432,0.021495717876994128,-0.018181821184334646,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Healthcare)
